name,website,short_description,linkedin,categories,num_employees_enum,locations,founded_on,operating_status,founders
too.me,http://too.me,Too.me is a next-generation animated interactive stickers for messaging apps and social networks.,,"3D Technology, Messaging, Real Time, Social Media",,"Greater Los Angeles Area, West Coast, Western US",12/1/2013,active,Serge Kuzmin
tookapic,http://tookapic.com/,Tookapic is a mobile application related to the use of photography as a hobby.,https://www.linkedin.com/company/tookapic-sp.-z-o.o.,Photography,c_00001_00010,"Great Lakes, Midwestern US",10/9/2014,active,
tooktake LLC,https://www.tooktake.com,Consumer Product,https://www.linkedin.com/in/leeanna-g-84221035/,"Health Care, Personal Health, Retail",c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",1/1/2019,active,
toolhouse,https://toolhouse.com/,"toolhouse provides digital marketing, adverting, videos, animations, social media and digital product development solutions for healthcare.",https://www.linkedin.com/company/toolhouse-inc,"Advertising, Animation, Digital Marketing, Health Care, Social Media, Video",c_00011_00050,"West Coast, Western US",1/1/1995,active,
tooodooo,https://www.tooodooo.com/,"tooodooo has built a SaaS based platform to create incentive rewards for Loyalty, Influencer and Challenge based objectives.",https://www.linkedin.com/company/tooodooo,"Internet, Social Network, Software",c_00001_00010,"Greater Boston Area, East Coast, New England, Northeastern US",8/1/2021,active,
toor.me,http://toor.me,"Toor.me provides the real estate industry with mobile, desktop and social enhanced tours of their property listings.",http://www.linkedin.com/company/toor.me,"Mobile, QR Codes, Real Estate, Social Media, Software",c_00001_00010,"Greater Philadelphia Area, East Coast, Northeastern US",8/1/2010,active,"Allen Hartwig, Nick Smoot"
top dollar investor,https://topdollarinvestor.com/,topdollarinvestor is a media company focused on providing top tier financial education and methods to saving and making money.,https://www.linkedin.com/company/top-dollar-investor/?viewAsMember=true,"Digital Media, Personal Finance, Social Media",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",10/2/2022,active,
topLingo Development,http://www.toplingo.com,"topLingo provides B2B solutions for website and web application development, mobile apps, graphic, and database design services.",http://www.linkedin.com/in/jasonberry,"E-Commerce, Internet, Software, Web Design, Web Development",c_00011_00050,"Greater Los Angeles Area, West Coast, Western US",4/18/2001,active,
topcoatproducts,https://topcoatproducts.com,topcoatproducts is a chemical engineering company that sells chemical products at wholesale prices.,https://www.linkedin.com/company/topcoatproducts,"Chemical, Industrial, Manufacturing, Wholesale",c_00051_00100,"East Coast, Southern US",,active,
topexplainers,https://topexplainers.com,topexplainers provides animated videos services for business development.,https://www.linkedin.com/company/topexplainers,"Animation, Video Advertising, Video Editing",c_00001_00010,"Greater Philadelphia Area, East Coast, Southern US",1/1/2013,active,
topseos.com,http://www.topseos.com,Independent Authority on Search Vendors,https://www.linkedin.com/company/topseos,"Advertising, SEO",c_00011_00050,"Great Lakes, Midwestern US",1/1/2002,active,
toptechytips,https://toptechytips.com/,"Toptechytips is a technology blog where you will find many technical articles, reviews that will help you to enhance your knowledge.",,,c_00001_00010,"West Coast, Western US",10/1/2019,active,
toptender,https://toptender.com,toptender is a learning and development platform for the legal cannabis industry.,https://www.linkedin.com/company/toptender,"Cannabis, E-Learning, Education",c_00001_00010,"Greater Seattle Area, West Coast, Western US",1/1/2019,active,"Christian Coomer, Dominic Catanzaro, Ryan Porter"
toptiersw.com,https://www.toptiersw.com,toptiersw.com is a digital advertising agency.,,"Advertising, Brand Marketing, Digital Marketing",c_00001_00010,Southern US,,active,
toronto.com,https://www.toronto.com,toronto.com is a local associated newspaper publishing company.,,"Information Services, Local, News, Publishing",,Great Lakes,,active,
tossdown Inc.,http://tossdown.com,eCommerce and insights platform for the food Industry,http://www.linkedin.com/company/tossdown,"E-Commerce Platforms, Food and Beverage, Grocery, Information Technology, Retail Technology, Wholesale",c_00011_00050,Great Lakes,1/1/2014,active,"Omair Bangash, Shahzeb Rizvi"
total aircraft services,https://coastalskiesmx.com,"Coastal Skies Maintenance is a maintenance facility that offers aircraft maintenance, sales, leasing services.",,"Aerospace, Leasing, Sales, Service Industry",,"Greater Houston Area, Southern US",1/1/2002,active,
totalcloud,https://www.totalcloud.io,totalcloud is a workflow-based cloud management platform that helps to automate simple and complex cloud use cases.,https://www.linkedin.com/company/totalcloud.io,"Cloud Computing, Cloud Infrastructure, Cloud Management",c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",1/1/2016,active,"Pradeep Kumar, Rajanish Dodamani"
toth shop,https://www.tothshop.com,toth shop is a creative and strategic communications agency that delivers the authenticity and definition of brands and businesses.,https://www.linkedin.com/company/tothshop/,"Brand Marketing, Content Creators, Creative Agency",c_00001_00010,"East Coast, Southern US",1/1/2014,active,
touchland,https://touchland.com/,Touchland has set out to innovate and transform the personal care industry in new and exciting ways.,https://www.linkedin.com/company/touchland,"Beauty, Consumer Goods, Mental Health, Personal Health",c_00011_00050,"Greater Miami Area, East Coast, Southern US",9/15/2017,active,Andrea Lisbona
tounca,https://www.tounca.com/,Tounca is an internet company that focuses on providing business solutions as a project marketplace platform.,https://www.linkedin.com/company/tounca,"E-Commerce, Internet, Marketplace, Professional Services, Project Management, SaaS",c_00001_00010,"East Coast, Southern US",5/24/2021,active,"Aleksandar Totovic, Marko Totovic"
trac,https://trac.co/,Artist Monetization & Career Management,https://www.linkedin.com/company/tracmusic,Music,c_00011_00050,"Greater Los Angeles Area, West Coast, Western US",4/1/2020,active,Cardin Campbell
tracNcare Inc.,https://www.tracncare.com/about/,"tracNcare Inc. is a hospitality service company that carries hospitality,  asset and guest management services through software.",https://www.linkedin.com/company/tracncare/,"Hospitality, Information Technology, Software",c_00051_00100,"Greater Denver Area, Western US",1/1/2012,active,
trace,http://trace.tech,trace is a hardware-enabled software platform for household food waste management,https://www.linkedin.com/company/tracetechnology/,"Environmental Engineering, Hardware, Internet of Things, Machine Learning, Software, Sustainability, Waste Management",c_00001_00010,"Greater Atlanta Area, East Coast, Southern US",1/1/2016,active,
traceREADY,https://www.traceready.com,"traceREADY offers software to automate manufacturing/warehousing operations, ensuring SOP implementation and DSCSA compliance.",https://www.linkedin.com/company/traceready,"Enterprise Applications, Enterprise Resource Planning (ERP), Information Technology, Software",c_00051_00100,"East Coast, Northeastern US",1/1/2011,active,
trackd,https://trackd.com,Vulnerability remediation without the guesswork.,https://www.linkedin.com/company/trackdsecurity,"B2B, Cloud Security, Cyber Security, Enterprise Software",c_00001_00010,"Washington DC Metro Area, East Coast, Southern US",1/10/2022,active,Mike Starr
tracksuite,https://www.trakrsuite.com/,tracksuite is a software development company that develops mobile solutions for accounting and inventory management.,https://www.linkedin.com/company/trakrsuite/,"Accounting, Apps, Commercial, Software",c_00001_00010,Great Lakes,1/1/2020,active,Brenda Saunders
"tracsion, Inc.",http://tracsion.com,Tracsion is a performance marketing company that connects pre-qualified consumers with the most relevant brands.,https://www.linkedin.com/company/tracsion-inc.,"Advertising, Apps, Internet, Publishing",c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",1/3/2010,active,"Adam Grossman, Mirza Ibrahimovic"
tradeintech.com,https://www.tradeintech.com,Trade-In Tech is an online social media and networking company.,https://www.linkedin.com/company/trade-in-tech-,,c_00011_00050,"Greater Los Angeles Area, West Coast, Western US",1/1/2012,active,Athens Ramseyer
trader2B®,https://trader2b.com/,"The new way of investing and trading innovation, the Broker alternative platform.",https://www.linkedin.com/company/trader2b/,"Financial Services, FinTech, Information Technology, Software",c_00011_00050,"Greater Miami Area, East Coast, Southern US",10/13/2015,active,Makram KEBTI
traderh4com,http://traderh4.com,"TRADER H4 – FOREX, BINARY, CRYPTO, INDICATOR",https://www.linkedin.com/in/h4-trader-06b444208,,c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",2/4/2019,active,
tradeshow-stuff,https://www.tradeshow-stuff.com,tradeshow-stuff offers thousands of displays and accessories for trade shows and events.,https://www.linkedin.com/company/2768314/admin/updates/,"Printing, Trade Shows",c_00001_00010,"Great Lakes, Midwestern US",1/1/1993,active,
tradr,https://www.gettradr.com,"tradr offers an application that enables its users to find, buy, and sell used goods.",https://www.linkedin.com/company/tradr-your-neighborhood-treasure-trove,"Collaborative Consumption, E-Commerce, Mobile, Secondhand Goods",c_00011_00050,"Greater Boston Area, East Coast, New England, Northeastern US",2/17/2015,active,"Edward Lee, Jessica Behrens, Lucas Freitas, Zaki Djemal"
trafficology,http://www.trafficology.com,"Trafficology is a marketing newsletter, founded in 1999 by Wayne Yeager and acquired in 2003 by Nitro Marketing.",https://www.linkedin.com/company/trafficology-llc,Advertising,c_00051_00100,Western US,,active,Wayne Yeager
trainED,https://www.trainedsolutions.com,"trainED is a consulting company that provides higher education trainings, investigations, and compliance services.",https://www.linkedin.com/company/trained/,"Consulting, Professional Services, Training",c_00001_00010,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",1/1/2013,active,Kathryn Nash
traineo.com,http://traineo.com/,Traineo.com is a free weight loss application that offers effective exercise and diet visual tracking tools.,https://www.linkedin.com/company/traineo-com,"Communities, Fitness, Health Care, Internet, Social Media",c_00001_00010,"Greater Boston Area, East Coast, New England, Northeastern US",1/1/2007,active,"Alasdair McLean-Foreman, Jennifer Walker"
trainingconnection,http://www.trainingconnection.com/,Training Connection is a company that has been operating training centers in Chicago and Los Angeles since 2006. They have a team.,,"E-Learning, Education, Fitness, Sports",c_00011_00050,"Greater Los Angeles Area, West Coast, Western US",1/1/2006,active,
trait,http://www.traitstudio.com,trait offers an online marketing and brand identification and management platform.,,"Apps, Brand Marketing, Consulting, Mobile, Software",c_00001_00010,"Great Lakes, Midwestern US",6/15/2004,active,James H. Mollica
trakability,https://trakability.com,"trakability is a software for insurance agents for tracking, accountability, and national competition.",https://www.linkedin.com/company/trakability,"Information Technology, Insurance, Software",c_00001_00010,"Washington DC Metro Area, East Coast, Southern US",1/1/2015,active,
transFORM Home,http://transformhome.com,"transFORM Home is a design company that designs and installs closets, wall units, and wall beds.",https://www.linkedin.com/company/transform_2,"Manufacturing, Product Design, Real Estate",c_00101_00250,"Greater New York Area, East Coast, Northeastern US",1/1/2005,active,
